URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/care-team-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.155",CareTeamCategory,Care Team category,"Indicates the type of care team.","StructureDefinition/careteam-314e","LOINC"
http://hl7.org/fhir/ValueSet/care-team-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.153",CareTeamStatus,CareTeamStatus,"Indicates the status of the care team.","StructureDefinition/careteam-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/chromosome-human,4.0.1,draft,"2.16.840.1.113883.4.642.3.224",chromosome-human,chromosome-human,"Chromosome number for human.","StructureDefinition/molecularsequence-314e","THO"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/diagnosticreport-314e,StructureDefinition/careteam-314e,StructureDefinition/goal-314e,StructureDefinition/careplan-314e,StructureDefinition/allergyintolerance-314e,StructureDefinition/diagnosticreport-lab-314e,StructureDefinition/diagnosticreport-notereport-314e","SCT"
http://hl7.org/fhir/ValueSet/clinicalimpression-prognosis,4.0.1,draft,"2.16.840.1.113883.4.642.3.160",ClinicalImpressionPrognosis,Clinical Impression Prognosis,"Example value set for clinical impression prognosis.","StructureDefinition/clinicalimpression-314e","SCT"
http://hl7.org/fhir/ValueSet/clinicalimpression-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1046",ClinicalImpressionStatus,Clinical Impression Status,"Codes that reflect the current state of a clinical impression within its overall lifecycle.","StructureDefinition/clinicalimpression-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/encounter-314e,StructureDefinition/observation-lab-general-314e,StructureDefinition/observation-antimicrobial-susceptibility-314e,StructureDefinition/observation-microorganism-314e,StructureDefinition/meta-314e,StructureDefinition/condition-problem-healthconcern-314e,StructureDefinition/diagnosticreport-lab-314e,StructureDefinition/observation-microbiology-314e","THO"
http://hl7.org/fhir/ValueSet/communication-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.172",CommunicationCategory,CommunicationCategory,"Codes for general categories of communications such as alerts, instructions, etc.","StructureDefinition/communicationrequest-314e","THO"
http://hl7.org/fhir/ValueSet/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.241",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","StructureDefinition/documentreference-314e","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/condition-314e,StructureDefinition/condition-diagnosis-314e,StructureDefinition/condition-problem-healthconcern-314e","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/condition-314e,StructureDefinition/condition-diagnosis-314e,StructureDefinition/condition-problem-healthconcern-314e","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/procedure-314e,StructureDefinition/condition-314e,StructureDefinition/devicerequest-314e,StructureDefinition/clinicalimpression-314e","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/condition-314e,StructureDefinition/condition-diagnosis-314e,StructureDefinition/condition-problem-healthconcern-314e","SCT"
